Configuration,Resolution,Target_FPS,Actual_FPS,Inter_Frame_Delay_ms,Codec,Bitrate_Usb,Host_GPU_CPU_Usage_%,Duration_Sec
720p_60fps_2M,720p,60,60,16.67,h265,2M,0.0,10
720p_60fps_2M,720p,60,60,16.67,h265,2M,0.0,10
720p_60fps_2M,720p,60,60,16.67,h265,2M,0.0,10
720p_60fps_2M,720p,60,60,16.67,h265,2M,0.0,10
720p_60fps_2M,720p,60,59,16.95,h265,2M,0.0,10
720p_60fps_2M,720p,60,61,16.39,h265,2M,0.0,10
720p_60fps_2M,720p,60,59,16.95,h265,2M,0.0,10
720p_60fps_2M,720p,60,61,16.39,h265,2M,0.0,10
720p_60fps_4M,720p,60,61,16.39,h265,4M,0.0,10
720p_60fps_4M,720p,60,59,16.95,h265,4M,0.0,10
720p_60fps_4M,720p,60,60,16.67,h265,4M,0.0,10
720p_60fps_4M,720p,60,60,16.67,h265,4M,0.0,10
720p_60fps_4M,720p,60,60,16.67,h265,4M,0.0,10
720p_60fps_4M,720p,60,60,16.67,h265,4M,0.0,10
720p_60fps_4M,720p,60,60,16.67,h265,4M,0.0,10
720p_60fps_4M,720p,60,60,16.67,h265,4M,0.0,10
720p_60fps_4M,720p,60,60,16.67,h265,4M,0.0,10
720p_60fps_8M,720p,60,62,16.13,h265,8M,0.0,10
720p_60fps_8M,720p,60,60,16.67,h265,8M,0.0,10
720p_60fps_8M,720p,60,60,16.67,h265,8M,0.0,10
720p_60fps_8M,720p,60,58,17.24,h265,8M,0.0,10
720p_60fps_8M,720p,60,60,16.67,h265,8M,0.0,10
720p_60fps_8M,720p,60,59,16.95,h265,8M,0.0,10
720p_60fps_8M,720p,60,60,16.67,h265,8M,0.0,10
720p_60fps_8M,720p,60,59,16.95,h265,8M,0.0,10
720p_60fps_8M,720p,60,60,16.67,h265,8M,0.0,10
720p_60fps_12M,720p,60,62,16.13,h265,12M,0.0,10
720p_60fps_12M,720p,60,59,16.95,h265,12M,0.0,10
720p_60fps_12M,720p,60,61,16.39,h265,12M,0.0,10
720p_60fps_12M,720p,60,59,16.95,h265,12M,0.0,10
720p_60fps_12M,720p,60,60,16.67,h265,12M,0.0,10
720p_60fps_12M,720p,60,60,16.67,h265,12M,0.0,10
720p_60fps_12M,720p,60,59,16.95,h265,12M,0.0,10
720p_60fps_12M,720p,60,60,16.67,h265,12M,0.0,10
720p_60fps_12M,720p,60,59,16.95,h265,12M,0.0,10
720p_60fps_16M,720p,60,62,16.13,h265,16M,0.0,10
720p_60fps_16M,720p,60,60,16.67,h265,16M,0.0,10
720p_60fps_16M,720p,60,61,16.39,h265,16M,0.0,10
720p_60fps_16M,720p,60,59,16.95,h265,16M,0.0,10
720p_60fps_16M,720p,60,61,16.39,h265,16M,0.0,10
720p_60fps_16M,720p,60,60,16.67,h265,16M,0.0,10
720p_60fps_16M,720p,60,59,16.95,h265,16M,0.0,10
720p_60fps_16M,720p,60,60,16.67,h265,16M,0.0,10
720p_60fps_16M,720p,60,61,16.39,h265,16M,0.0,10
720p_60fps_24M,720p,60,61,16.39,h265,24M,0.0,10
720p_60fps_24M,720p,60,60,16.67,h265,24M,0.0,10
720p_60fps_24M,720p,60,60,16.67,h265,24M,0.0,10
720p_60fps_24M,720p,60,59,16.95,h265,24M,0.0,10
720p_60fps_24M,720p,60,60,16.67,h265,24M,0.0,10
720p_60fps_24M,720p,60,60,16.67,h265,24M,0.0,10
720p_60fps_24M,720p,60,60,16.67,h265,24M,0.0,10
720p_60fps_24M,720p,60,60,16.67,h265,24M,0.0,10
720p_60fps_24M,720p,60,60,16.67,h265,24M,0.0,10
720p_60fps_32M,720p,60,62,16.13,h265,32M,0.0,10
720p_60fps_32M,720p,60,60,16.67,h265,32M,0.0,10
720p_60fps_32M,720p,60,60,16.67,h265,32M,0.0,10
720p_60fps_32M,720p,60,60,16.67,h265,32M,0.0,10
720p_60fps_32M,720p,60,60,16.67,h265,32M,0.0,10
720p_60fps_32M,720p,60,60,16.67,h265,32M,0.0,10
720p_60fps_32M,720p,60,59,16.95,h265,32M,0.0,10
720p_60fps_32M,720p,60,61,16.39,h265,32M,0.0,10
720p_60fps_32M,720p,60,59,16.95,h265,32M,0.0,10
1080p_30fps_2M,1080p,30,32,31.25,h265,2M,0.0,10
1080p_30fps_2M,1080p,30,30,33.33,h265,2M,0.0,10
1080p_30fps_2M,1080p,30,29,34.48,h265,2M,0.0,10
1080p_30fps_2M,1080p,30,31,32.26,h265,2M,0.0,10
1080p_30fps_2M,1080p,30,30,33.33,h265,2M,0.0,10
1080p_30fps_2M,1080p,30,30,33.33,h265,2M,0.0,10
1080p_30fps_2M,1080p,30,29,34.48,h265,2M,0.0,10
1080p_30fps_2M,1080p,30,31,32.26,h265,2M,0.0,10
1080p_30fps_4M,1080p,30,31,32.26,h265,4M,0.0,10
1080p_30fps_4M,1080p,30,30,33.33,h265,4M,0.0,10
1080p_30fps_4M,1080p,30,30,33.33,h265,4M,0.0,10
1080p_30fps_4M,1080p,30,30,33.33,h265,4M,0.0,10
1080p_30fps_4M,1080p,30,30,33.33,h265,4M,0.0,10
1080p_30fps_4M,1080p,30,30,33.33,h265,4M,0.0,10
1080p_30fps_4M,1080p,30,30,33.33,h265,4M,0.0,10
1080p_30fps_4M,1080p,30,30,33.33,h265,4M,0.0,10
1080p_30fps_4M,1080p,30,30,33.33,h265,4M,0.0,10
1080p_30fps_8M,1080p,30,32,31.25,h265,8M,0.0,10
1080p_30fps_8M,1080p,30,29,34.48,h265,8M,0.0,10
1080p_30fps_8M,1080p,30,30,33.33,h265,8M,0.0,10
1080p_30fps_8M,1080p,30,30,33.33,h265,8M,0.0,10
1080p_30fps_8M,1080p,30,30,33.33,h265,8M,0.0,10
1080p_30fps_8M,1080p,30,30,33.33,h265,8M,0.0,10
1080p_30fps_8M,1080p,30,31,32.26,h265,8M,0.0,10
1080p_30fps_8M,1080p,30,29,34.48,h265,8M,0.0,10
1080p_30fps_8M,1080p,30,30,33.33,h265,8M,0.0,10
1080p_30fps_12M,1080p,30,31,32.26,h265,12M,0.0,10
1080p_30fps_12M,1080p,30,30,33.33,h265,12M,0.0,10
1080p_30fps_12M,1080p,30,30,33.33,h265,12M,0.0,10
1080p_30fps_12M,1080p,30,30,33.33,h265,12M,0.0,10
1080p_30fps_12M,1080p,30,30,33.33,h265,12M,0.0,10
1080p_30fps_12M,1080p,30,30,33.33,h265,12M,0.0,10
1080p_30fps_12M,1080p,30,30,33.33,h265,12M,0.0,10
1080p_30fps_12M,1080p,30,30,33.33,h265,12M,0.0,10
1080p_30fps_12M,1080p,30,30,33.33,h265,12M,0.0,10
1080p_30fps_16M,1080p,30,32,31.25,h265,16M,0.0,10
1080p_30fps_16M,1080p,30,30,33.33,h265,16M,0.0,10
1080p_30fps_16M,1080p,30,22,45.45,h265,16M,0.0,10
1080p_30fps_16M,1080p,30,31,32.26,h265,16M,0.0,10
1080p_30fps_16M,1080p,30,30,33.33,h265,16M,0.0,10
1080p_30fps_16M,1080p,30,28,35.71,h265,16M,0.0,10
1080p_30fps_16M,1080p,30,31,32.26,h265,16M,0.0,10
1080p_30fps_16M,1080p,30,30,33.33,h265,16M,0.0,10
1080p_30fps_16M,1080p,30,30,33.33,h265,16M,0.0,10
1080p_30fps_24M,1080p,30,31,32.26,h265,24M,0.0,10
1080p_30fps_24M,1080p,30,30,33.33,h265,24M,0.0,10
1080p_30fps_24M,1080p,30,30,33.33,h265,24M,0.0,10
1080p_30fps_24M,1080p,30,30,33.33,h265,24M,0.0,10
1080p_30fps_24M,1080p,30,30,33.33,h265,24M,0.0,10
1080p_30fps_24M,1080p,30,30,33.33,h265,24M,0.0,10
1080p_30fps_24M,1080p,30,30,33.33,h265,24M,0.0,10
1080p_30fps_24M,1080p,30,30,33.33,h265,24M,0.0,10
1080p_30fps_24M,1080p,30,30,33.33,h265,24M,0.0,10
1080p_30fps_32M,1080p,30,31,32.26,h265,32M,0.0,10
1080p_30fps_32M,1080p,30,29,34.48,h265,32M,0.0,10
1080p_30fps_32M,1080p,30,30,33.33,h265,32M,0.0,10
1080p_30fps_32M,1080p,30,30,33.33,h265,32M,0.0,10
1080p_30fps_32M,1080p,30,30,33.33,h265,32M,0.0,10
1080p_30fps_32M,1080p,30,30,33.33,h265,32M,0.0,10
1080p_30fps_32M,1080p,30,30,33.33,h265,32M,0.0,10
1080p_30fps_32M,1080p,30,30,33.33,h265,32M,0.0,10
1080p_30fps_32M,1080p,30,30,33.33,h265,32M,0.0,10
1080p_60fps_2M,1080p,60,62,16.13,h265,2M,0.0,10
1080p_60fps_2M,1080p,60,61,16.39,h265,2M,0.0,10
1080p_60fps_2M,1080p,60,60,16.67,h265,2M,0.0,10
1080p_60fps_2M,1080p,60,60,16.67,h265,2M,0.0,10
1080p_60fps_2M,1080p,60,60,16.67,h265,2M,0.0,10
1080p_60fps_2M,1080p,60,60,16.67,h265,2M,0.0,10
1080p_60fps_2M,1080p,60,60,16.67,h265,2M,0.0,10
1080p_60fps_2M,1080p,60,60,16.67,h265,2M,0.0,10
1080p_60fps_2M,1080p,60,60,16.67,h265,2M,0.0,10
1080p_60fps_4M,1080p,60,62,16.13,h265,4M,0.0,10
1080p_60fps_4M,1080p,60,60,16.67,h265,4M,0.0,10
1080p_60fps_4M,1080p,60,60,16.67,h265,4M,0.0,10
1080p_60fps_4M,1080p,60,58,17.24,h265,4M,0.0,10
1080p_60fps_4M,1080p,60,60,16.67,h265,4M,0.0,10
1080p_60fps_4M,1080p,60,60,16.67,h265,4M,0.0,10
1080p_60fps_4M,1080p,60,60,16.67,h265,4M,0.0,10
1080p_60fps_4M,1080p,60,59,16.95,h265,4M,0.0,10
1080p_60fps_4M,1080p,60,60,16.67,h265,4M,0.0,10
1080p_60fps_8M,1080p,60,63,15.87,h265,8M,0.0,10
1080p_60fps_8M,1080p,60,60,16.67,h265,8M,0.0,10
1080p_60fps_8M,1080p,60,60,16.67,h265,8M,0.0,10
1080p_60fps_8M,1080p,60,60,16.67,h265,8M,0.0,10
1080p_60fps_8M,1080p,60,59,16.95,h265,8M,0.0,10
1080p_60fps_8M,1080p,60,58,17.24,h265,8M,0.0,10
1080p_60fps_8M,1080p,60,60,16.67,h265,8M,0.0,10
1080p_60fps_8M,1080p,60,60,16.67,h265,8M,0.0,10
1080p_60fps_8M,1080p,60,60,16.67,h265,8M,0.0,10
1080p_60fps_12M,1080p,60,63,15.87,h265,12M,0.0,10
1080p_60fps_12M,1080p,60,59,16.95,h265,12M,0.0,10
1080p_60fps_12M,1080p,60,60,16.67,h265,12M,0.0,10
1080p_60fps_12M,1080p,60,60,16.67,h265,12M,0.0,10
1080p_60fps_12M,1080p,60,60,16.67,h265,12M,0.0,10
1080p_60fps_12M,1080p,60,60,16.67,h265,12M,0.0,10
1080p_60fps_12M,1080p,60,59,16.95,h265,12M,0.0,10
1080p_60fps_12M,1080p,60,60,16.67,h265,12M,0.0,10
1080p_60fps_12M,1080p,60,60,16.67,h265,12M,0.0,10
1080p_60fps_16M,1080p,60,64,15.62,h265,16M,0.0,10
1080p_60fps_16M,1080p,60,61,16.39,h265,16M,0.0,10
1080p_60fps_16M,1080p,60,60,16.67,h265,16M,0.0,10
1080p_60fps_16M,1080p,60,59,16.95,h265,16M,0.0,10
1080p_60fps_16M,1080p,60,61,16.39,h265,16M,0.0,10
1080p_60fps_16M,1080p,60,60,16.67,h265,16M,0.0,10
1080p_60fps_16M,1080p,60,60,16.67,h265,16M,0.0,10
1080p_60fps_16M,1080p,60,60,16.67,h265,16M,0.0,10
1080p_60fps_16M,1080p,60,60,16.67,h265,16M,0.0,10
1080p_60fps_24M,1080p,60,63,15.87,h265,24M,0.0,10
1080p_60fps_24M,1080p,60,61,16.39,h265,24M,0.0,10
1080p_60fps_24M,1080p,60,60,16.67,h265,24M,0.0,10
1080p_60fps_24M,1080p,60,60,16.67,h265,24M,0.0,10
1080p_60fps_24M,1080p,60,60,16.67,h265,24M,0.0,10
1080p_60fps_24M,1080p,60,59,16.95,h265,24M,0.0,10
1080p_60fps_24M,1080p,60,61,16.39,h265,24M,0.0,10
1080p_60fps_24M,1080p,60,60,16.67,h265,24M,0.0,10
1080p_60fps_24M,1080p,60,60,16.67,h265,24M,0.0,10
1080p_60fps_32M,1080p,60,64,15.62,h265,32M,0.0,10
1080p_60fps_32M,1080p,60,60,16.67,h265,32M,0.0,10
1080p_60fps_32M,1080p,60,60,16.67,h265,32M,0.0,10
1080p_60fps_32M,1080p,60,60,16.67,h265,32M,0.0,10
1080p_60fps_32M,1080p,60,59,16.95,h265,32M,0.0,10
1080p_60fps_32M,1080p,60,60,16.67,h265,32M,0.0,10
1080p_60fps_32M,1080p,60,60,16.67,h265,32M,0.0,10
1080p_60fps_32M,1080p,60,60,16.67,h265,32M,0.0,10
1080p_60fps_32M,1080p,60,60,16.67,h265,32M,0.0,10
